user_id,tx1_date,tx1_amount,tx2_date,tx2_amount
f2ea04de-5799-4ef8-a6f4-4269051d5c5f,2020-08-03 04:57:44,76.0,2020-09-28 00:00:36,15.0
c0ae8fc7-67a1-4699-8150-7f47417dde12,2020-09-11 00:09:56,174.0,2020-09-26 17:55:17,30.0
98b2de87-7c33-4e67-9661-40b8ed7fdf89,2020-09-12 06:38:30,23.0,2020-09-21 17:19:17,25.0
668e9917-5218-484f-b586-1dba572a3f0d,2020-09-29 01:47:10,145.0,2020-09-29 13:22:20,9.0
d335ba59-97e2-4592-b82b-064630d24edc,2020-08-01 21:43:41,174.0,2020-09-21 23:56:54,49.0
878d2b20-67e2-462a-a842-5cbf273e544f,2020-09-17 07:40:35,80.0,2020-09-19 19:17:04,4.0
9f8f4d73-7c5e-4eea-b796-93a5094633ec,2020-09-04 05:56:53,114.0,2020-09-07 12:26:00,5.0
8f09514d-5ace-4ef4-81b3-69b14f456558,2020-09-24 23:22:19,108.0,2020-09-26 07:01:35,35.0
cb5f38dc-1a4f-4155-9d61-e72537ad0904,2020-07-11 03:53:49,112.0,2020-09-03 02:58:52,34.0
445900b6-1084-4db9-984c-4c84fdc7bed6,2020-08-21 17:04:05,75.0,2020-09-13 10:47:43,30.0
6bc08bbb-2de9-4fd5-adc3-e584670f5966,2020-09-26 05:08:11,113.0,2020-09-28 22:52:15,33.0
c8168a42-b466-4e05-affa-467f828d7513,2020-08-23 14:55:51,100.0,2020-09-23 06:22:35,7.0
3e8aa0c4-cf28-4bed-9841-4555f9de442e,2020-08-31 17:20:39,87.0,2020-09-24 03:11:58,0.0
1ed1fd11-0151-47f4-b692-af8e1d88fe96,2020-09-07 05:57:30,143.0,2020-09-17 04:31:51,13.0
f9cccd0f-3f2e-439a-817f-f6c8a71bbfa9,2020-08-11 08:39:11,155.0,2020-08-31 17:13:39,33.0
f6c0f23d-12c9-47d9-821e-60699a40f1bf,2020-09-01 17:02:19,126.0,2020-09-10 22:46:20,10.0
9c2e8a05-8be0-4b77-90ea-f87c02930966,2020-08-06 03:40:08,20.0,2020-08-23 07:31:45,37.0
25e3cff2-eb96-438e-8c62-5215888e1606,2020-09-11 09:55:04,97.0,2020-09-18 15:41:06,30.0
3dbbbe0f-34d9-4fd0-ab19-0fd0f88fad31,2020-07-17 01:47:32,56.0,2020-07-28 15:42:21,42.0
6796fede-d4d2-4ee7-8922-22c15c64eb8d,2020-09-20 17:10:54,170.0,2020-09-28 20:01:27,26.0
ab8d71c5-04c4-4f53-8777-eba3fb19e77e,2020-09-22 23:03:55,163.0,2020-09-23 16:13:31,37.0
8867ab6b-6396-4ec7-872e-076cac00a3f6,2020-08-13 03:44:34,123.0,2020-09-13 12:25:02,13.0
f8671a61-ca87-41d6-aaa8-05208777fabe,2020-09-13 14:37:59,59.0,2020-09-22 01:40:20,16.0
f2648b75-2f22-4db8-b622-2f5c89d02964,2020-08-31 14:56:18,106.0,2020-09-06 22:39:45,18.0
9d22447c-f5ac-445e-83d7-6e41da0e18e5,2020-08-31 16:49:45,135.0,2020-09-07 17:49:41,35.0
b2abe05f-5c03-42bd-9483-415d523ecf8b,2020-09-22 08:00:53,98.0,2020-09-23 05:43:22,45.0
2ac6e113-ff90-4598-a52b-b3603b051fad,2020-08-28 05:12:48,138.0,2020-08-31 14:46:12,21.0
2f985a75-4221-4efe-9741-d8d27852b840,2020-09-10 01:09:19,137.0,2020-09-25 13:23:07,18.0
ac468485-908a-43e6-aaee-7acff2aab0ea,2020-09-07 08:59:32,180.0,2020-09-17 11:55:45,30.0
c6852037-347b-4bc8-b829-c1387d0bdabf,2020-09-01 12:56:29,90.0,2020-09-27 05:55:48,29.0
885d0db0-93cd-448e-8182-004db0b656d8,2020-09-04 03:43:56,123.0,2020-09-22 08:18:15,2.0
85a6ff7a-2005-4c95-b825-aa2e6006d183,2020-08-24 22:49:52,96.0,2020-09-26 05:43:59,40.0
ae07d42f-3e07-4336-bbb1-ef0239e39a3b,2020-08-14 17:25:16,19.0,2020-08-21 13:15:37,14.0
42f9c0f4-a705-4ae4-80ce-29516673be45,2020-09-01 00:20:47,116.0,2020-09-16 11:11:54,43.0
9bc8e0dc-a390-4381-835b-63387326a9ff,2020-09-28 03:20:12,155.0,2020-09-28 11:38:24,26.0
325ce812-d27b-47cb-9bb4-fc88bd267964,2020-07-14 03:38:03,29.0,2020-09-17 01:55:43,36.0
f4e798cb-8965-4c15-85d8-5f0aff3be93e,2020-09-11 10:15:23,191.0,2020-09-28 21:21:13,13.0
bddc0f45-0a86-4d82-ad5a-8b715977bd90,2020-09-22 19:32:11,129.0,2020-09-28 19:52:27,9.0
670f8789-7cce-4bee-bfda-9b7c30037d11,2020-09-09 17:42:31,49.0,2020-09-21 03:58:39,2.0
449f53a2-c786-41ab-9ba1-6cae2f0dded0,2020-09-15 20:27:42,70.0,2020-09-29 14:34:42,12.0
bb5e9ddf-74a9-4d0d-ad98-6a8380bd58ac,2020-09-28 22:36:34,102.0,2020-09-29 01:28:38,32.0
077d4fce-acc9-489d-b43c-e403e724f0ac,2020-09-15 12:30:08,189.0,2020-09-28 09:49:27,26.0
71e8d4ef-df73-4894-8488-aaf8cae3c96d,2020-09-14 16:00:59,85.0,2020-09-22 01:57:58,47.0
00e8c1f1-a2c4-4459-ae33-7cd4c7dfa9ed,2020-09-11 11:50:06,13.0,2020-09-29 07:19:49,19.0
83f40d89-87fd-4951-9512-4a49ffc3b24c,2020-09-29 05:35:43,156.0,2020-09-29 11:07:40,4.0
a5b1ca85-ea84-4d30-a002-7937629df0b1,2020-09-10 13:46:22,143.0,2020-09-23 05:30:57,31.0
0c3c1b28-a4f2-4b63-a0c1-933597a08912,2020-09-19 06:12:41,19.0,2020-09-22 16:02:11,7.0
78e94535-9d64-4744-bcce-6e60e0e862cf,2020-09-14 13:40:41,157.0,2020-09-23 09:56:54,35.0
2da404c2-982f-4ecf-8791-6c1ff0d75169,2020-09-28 16:58:19,73.0,2020-09-28 23:39:20,41.0
1883fac4-c694-4af6-a1a3-da8336cfdbfc,2020-08-04 20:02:37,91.0,2020-09-11 21:41:25,48.0
fbf83559-41d4-43e2-a230-bb283efead0d,2020-08-25 00:07:47,44.0,2020-09-07 02:41:30,8.0
a9c15f93-085a-4001-928c-7ebbc5917bb7,2020-08-28 21:19:49,176.0,2020-09-09 02:47:03,11.0
6c6409ad-8e11-4d7b-aeab-2fa20ef2b66c,2020-07-30 08:47:06,108.0,2020-08-05 03:40:51,33.0
ec595eef-b316-43c7-8687-53dd9391b6d6,2020-09-28 17:38:13,39.0,2020-09-29 01:01:53,16.0
7c75b385-840f-496b-a666-12fb0d6814cc,2020-09-04 19:03:59,180.0,2020-09-07 03:30:43,49.0
619843a3-c20c-466d-a7cc-d5bdb75bb178,2020-09-29 11:37:31,167.0,2020-09-29 17:54:50,24.0
2c4f4c80-8de2-40bf-9d38-5156b47fe82c,2020-09-21 00:22:49,128.0,2020-09-26 17:41:02,37.0
a50269a0-f793-49cb-acba-9c3e669e566b,2020-09-13 16:20:29,110.0,2020-09-25 22:11:18,48.0
4ae2d1d7-94aa-4757-a3d0-6767e1d84059,2020-09-27 22:42:07,98.0,2020-09-28 15:29:29,9.0
426acd02-d24b-4a7f-8e7a-7e212f9da7c2,2020-08-26 09:31:50,128.0,2020-09-19 06:48:27,16.0
6cbd1dfd-1ff0-4824-b84d-5a59924b153e,2020-09-22 11:19:21,15.0,2020-09-23 17:28:35,25.0
81aacf52-1bc5-429c-ace5-6ae8778665d6,2020-09-21 10:11:13,60.0,2020-09-29 01:41:00,32.0
7513a28f-09cf-4412-914a-3568ebf9a261,2020-09-23 04:11:34,29.0,2020-09-24 19:44:34,48.0
bb59eaa2-69c5-4a9b-921c-bc02279b5fae,2020-09-20 12:41:27,91.0,2020-09-28 03:44:53,32.0
1a6c15f4-7d70-458b-bc97-11d429050d80,2020-09-26 06:57:51,179.0,2020-09-29 13:31:58,9.0
4c9d9e1f-732d-46b0-ba87-d6d191949f71,2020-08-05 21:57:03,187.0,2020-08-26 17:58:37,10.0
1d26d43b-e081-4d0b-8d44-6170ac3ff731,2020-08-27 18:50:33,141.0,2020-09-18 05:25:50,42.0
00c74b5a-707c-433d-8842-0937b16131af,2020-09-05 05:03:01,141.0,2020-09-18 09:07:18,38.0
661ccbb7-b74f-4ee1-8681-1edf46d6c558,2020-09-18 20:19:38,47.0,2020-09-22 16:38:37,41.0
8014e669-8ff0-4405-bc9e-550fddcb40da,2020-09-26 19:40:54,147.0,2020-09-27 12:14:51,49.0
9ca3e226-b22e-4a1f-85b1-392076e97038,2020-09-14 06:07:48,26.0,2020-09-25 10:35:42,25.0
c2ddc9be-b442-4aca-99ce-822eac6b1b24,2020-09-27 16:13:56,83.0,2020-09-27 20:32:21,15.0
e6ba64e3-3d7c-426d-9377-b399000f8822,2020-09-23 08:12:58,134.0,2020-09-27 19:05:26,38.0
6b983fcf-ca82-4345-964f-18a8d6c0af09,2020-09-14 07:36:29,83.0,2020-09-19 17:26:36,28.0
7ed6bd1b-7df4-49cb-9b2e-4264657772cc,2020-09-29 17:04:26,183.0,2020-09-29 17:46:59,11.0
2bfa91ba-bfe2-4c06-bbd3-6bc9988e37e7,2020-08-05 01:23:23,34.0,2020-08-26 08:19:04,8.0
d86d12f0-bfa6-4c0c-9676-bc6579402f8d,2020-09-21 16:31:15,127.0,2020-09-29 09:55:36,32.0
57c18fb9-e410-4197-bb89-cc8f4ba395b9,2020-09-03 12:49:59,27.0,2020-09-03 14:29:16,44.0
c6df5330-e9f9-4685-a20c-fe427dae9d01,2020-07-27 13:39:26,46.0,2020-08-23 01:21:15,4.0
2371756c-c0a7-4f44-9277-9340b512dc0e,2020-09-27 21:33:15,90.0,2020-09-29 01:20:18,27.0
0ed766ab-db1d-480c-84e9-8a739e26d101,2020-08-19 06:18:32,148.0,2020-09-26 00:46:28,7.0
fd9e9c03-878b-46f4-8efc-3361707079d1,2020-09-06 08:40:24,79.0,2020-09-29 01:23:54,14.0
a09624ee-16d5-45d8-b30b-006759c86811,2020-09-27 17:45:37,109.0,2020-09-29 04:04:02,4.0
0f5d496b-237a-4a62-bd2e-4dbdf77684e7,2020-09-25 02:12:14,54.0,2020-09-28 23:47:58,32.0
7f62181d-07b1-4317-86f3-1aa1669811b7,2020-09-07 20:43:31,119.0,2020-09-26 23:32:35,34.0
f0b4fd17-215e-465b-9567-bdee192351d4,2020-09-05 21:25:00,86.0,2020-09-08 01:31:48,45.0
6f44cdbe-eaba-46a2-aabb-d9d070274f1c,2020-09-04 07:34:21,87.0,2020-09-17 04:06:05,18.0
4d48c48e-a8e3-4180-9863-8837f4100566,2020-09-29 16:23:51,172.0,2020-09-29 17:09:32,29.0
07c21666-a852-4c47-a9ab-98d226bb74e4,2020-08-08 07:45:44,47.0,2020-08-26 22:20:20,25.0
8055d3fd-244f-4e3e-b04a-4ca8c6797255,2020-08-25 12:53:12,67.0,2020-09-29 18:00:14,9.0
a6cfa9b5-ce05-480c-8739-92719e57e147,2020-09-23 18:39:25,127.0,2020-09-26 16:51:37,46.0
620ae3fc-d3a4-45ba-91e7-e9e1b431033f,2020-08-27 23:46:31,93.0,2020-09-28 00:22:06,9.0
e7b483c0-5c44-4fcd-9afe-fed80568a719,2020-08-14 16:58:56,126.0,2020-09-26 23:22:13,32.0
ef29f3e0-4f4f-49be-b1c7-a5cde71488fd,2020-08-27 15:37:19,165.0,2020-09-08 03:03:56,30.0
ff39833c-5fff-4d3a-80f3-c2be2addf8ce,2020-08-30 23:26:30,68.0,2020-09-25 20:28:01,32.0
6da7e530-32bc-4422-a499-8d9425e88a0d,2020-07-23 21:49:55,192.0,2020-08-19 07:17:24,20.0
10273104-2cd9-4991-8883-24e8c4419d4c,2020-09-23 23:07:01,188.0,2020-09-28 13:03:17,29.0
e61cf577-4f00-4bda-8966-43be6d6c77ab,2020-09-21 20:04:24,85.0,2020-09-22 12:07:57,47.0
b736f839-8f9b-4d07-9265-ee1db8c10960,2020-09-05 08:04:33,46.0,2020-09-18 09:35:50,34.0
dd7b97cf-d055-48f6-9b04-57e05fc7e35e,2020-09-28 06:32:05,195.0,2020-09-28 20:47:53,34.0
93eacea4-ec6c-4a58-a950-83fede4ca008,2020-09-15 08:21:32,166.0,2020-09-28 00:39:03,37.0
160cf1fe-7c91-4632-8dea-72b004ae0ff9,2020-08-23 02:50:40,63.0,2020-08-25 09:58:58,1.0
a2f11639-d305-48a9-8565-f42329d84586,2020-07-11 23:35:51,45.0,2020-08-27 05:39:18,37.0
97cd8c48-447d-42cb-ad7a-7af2eb3300e3,2020-09-27 05:15:27,122.0,2020-09-29 09:06:31,37.0
11f62190-1319-47ad-9d6e-cde51d49c8a9,2020-07-26 02:53:34,14.0,2020-09-28 09:50:32,14.0
97fd343b-23af-4bd4-bfd2-d451285e1c9e,2020-09-12 17:15:42,65.0,2020-09-23 14:40:08,4.0
17f86d31-4add-437e-b65f-cf742e34de57,2020-08-21 19:13:10,79.0,2020-09-22 03:38:13,14.0
0a17b11c-03f3-4893-bd39-fe7bd66da73c,2020-07-19 03:22:56,74.0,2020-08-05 16:58:01,17.0
6da611b8-36eb-47b2-b4ae-ad7eba5c26f2,2020-09-26 03:42:26,163.0,2020-09-28 17:13:44,20.0
a02d61af-8951-455e-a433-5ec403d2ef86,2020-09-22 13:43:45,149.0,2020-09-23 08:38:13,24.0
e0d7459f-9825-4f0b-8f5f-c8b9a7a3cab0,2020-09-16 04:45:29,135.0,2020-09-26 00:35:00,45.0
230a6e95-5ff8-42d3-abd0-0aa7a155afdd,2020-09-07 07:48:11,61.0,2020-09-20 01:16:07,37.0
8f594afe-6234-4f53-92c4-101f61875922,2020-07-28 09:01:36,65.0,2020-09-29 14:27:46,9.0
79cd5afe-030f-448b-b5cb-b96de8514a50,2020-07-17 20:50:58,171.0,2020-08-18 17:34:29,42.0
e97492a9-a31f-4b5f-a891-ff9420ef3f48,2020-09-28 01:09:34,194.0,2020-09-29 03:39:26,9.0
a92f8e03-9897-4d9d-956f-9e4473808e66,2020-09-24 07:24:12,152.0,2020-09-25 02:13:21,29.0
b0b065b1-9271-4b3c-91f4-14c04783b12b,2020-09-05 08:38:36,160.0,2020-09-11 00:50:07,33.0
b104204a-02c8-4745-b7a2-240565de1165,2020-09-20 15:04:07,33.0,2020-09-23 12:12:47,48.0
99f42b53-83bd-4c79-8707-f1c9705f74c2,2020-09-24 21:24:49,59.0,2020-09-28 21:55:32,28.0
95cf36f1-9787-4e0a-94e7-e680e37e789e,2020-08-15 13:48:59,57.0,2020-09-16 20:58:56,10.0
edc56382-3435-4092-9bcf-b5247d9cb18f,2020-08-22 15:14:51,134.0,2020-09-14 00:21:13,14.0
afe7ec57-0fe6-47dd-b32d-c7b751281a7b,2020-09-26 11:10:20,18.0,2020-09-26 18:28:44,5.0
7f14b3eb-ae16-430a-be3f-18daa4e2eff8,2020-09-23 17:24:51,110.0,2020-09-23 21:22:02,31.0
5c956eaf-9f76-426f-92a2-4077fa832db5,2020-09-27 06:36:42,114.0,2020-09-27 16:06:51,1.0
e2f55689-2f01-4cbc-a320-b6ecdb9ca08a,2020-09-22 07:46:16,184.0,2020-09-22 14:16:05,24.0
c50a677b-f632-4637-98c9-45f67ec5533f,2020-08-08 14:58:23,178.0,2020-09-19 11:17:35,0.0
86689995-3d6f-444b-a7c1-acf5f15dff0f,2020-09-18 08:44:22,90.0,2020-09-23 17:02:53,49.0
9ad6d3a6-b8c1-4620-94b3-f8dd71016ce0,2020-09-28 23:51:47,67.0,2020-09-29 13:57:39,35.0
eb7d0503-e382-495e-b017-fc5d0c50105a,2020-09-23 06:49:21,186.0,2020-09-28 07:38:28,31.0
bf90d966-6e53-4891-b652-7099e9c22829,2020-09-20 00:32:59,174.0,2020-09-23 21:04:04,34.0
bcbde2a8-4f7d-40d9-8d9a-4a02961d4ec2,2020-09-09 23:08:23,71.0,2020-09-19 18:39:23,16.0
a11d3f6b-0089-4efe-bf30-0f4a232341db,2020-09-15 08:10:15,142.0,2020-09-23 05:05:30,0.0
2daeddb1-ebfe-4876-a665-7c691684742d,2020-08-29 08:44:12,110.0,2020-09-20 16:33:51,29.0
7ffcf640-fbce-4852-a537-bd26fdd4a5f2,2020-09-03 07:45:32,188.0,2020-09-08 06:17:40,33.0
b1661d55-4f1e-45c4-8693-7ae3c8b2f52b,2020-09-24 12:37:11,100.0,2020-09-25 14:27:21,0.0
858d4668-cc1d-42e9-8539-b8e6d4e1a6da,2020-08-30 18:35:52,54.0,2020-09-26 13:02:13,20.0
7fa144e7-2187-4663-a231-8ac05b9549ca,2020-08-25 16:16:12,146.0,2020-09-24 02:38:31,3.0
bcf4ea2b-1bc3-4362-8a06-e97739e7a2a1,2020-08-04 07:20:54,144.0,2020-08-07 20:48:35,46.0
5aa53fb6-6a70-405c-9c5b-1affebe427d6,2020-09-26 22:47:21,124.0,2020-09-28 12:45:10,21.0
791c8dc5-0b95-4033-9d6a-2c548841cf56,2020-09-25 17:44:12,197.0,2020-09-26 06:23:52,37.0
b00788dd-f59e-4ff9-b69e-02caf900661e,2020-07-12 07:41:40,175.0,2020-07-21 07:20:37,36.0
6b3571d6-1f43-482f-9fb1-56dcd1d6b8a0,2020-09-09 06:58:17,122.0,2020-09-15 20:51:32,15.0
341f5a7e-f05c-4eda-8969-39f4cd594baa,2020-09-16 05:10:17,56.0,2020-09-18 12:11:43,9.0
8a27b7d5-0fab-4c22-b95d-4dfc4a713568,2020-09-21 20:39:45,76.0,2020-09-25 01:32:43,47.0
fa625785-4a87-4ee3-923a-35fbfe9ca67e,2020-09-25 13:44:31,185.0,2020-09-27 20:58:51,43.0
01d445de-eb1b-44d8-b884-4c69814689bf,2020-08-09 05:24:48,86.0,2020-08-26 00:50:15,28.0
036b6d34-f8de-40d2-b3e0-d2496d2ca2aa,2020-09-15 07:30:24,175.0,2020-09-26 15:03:42,11.0
6ff9d898-a8fa-470e-aa86-7d4f60b6a9f7,2020-09-29 01:48:58,89.0,2020-09-29 02:38:49,40.0
501045eb-b0b2-4892-877d-4f08a8d7eaea,2020-09-18 18:29:54,185.0,2020-09-29 14:18:27,28.0
5e9f8b38-70b3-43fc-874f-f643fef33dae,2020-08-26 20:14:24,170.0,2020-09-20 11:20:04,4.0
dc70892d-8307-4374-bb7c-b6c46982d18f,2020-09-17 20:53:15,72.0,2020-09-18 01:09:10,15.0
8de935ae-1a07-4c71-a81c-2e8cc39d438b,2020-09-29 17:59:16,94.0,2020-09-29 18:11:20,37.0
ff0170ac-ab74-4b38-839d-dda58f29542a,2020-09-24 00:07:30,34.0,2020-09-26 09:13:05,11.0
ad696ae3-2599-443c-a28a-ef306a049513,2020-09-02 18:01:02,51.0,2020-09-25 14:15:35,11.0
8e30768d-2a70-418f-81c3-52e61ff1b7a0,2020-09-02 10:41:54,127.0,2020-09-02 13:43:08,13.0
0583f011-8676-442e-8f66-99117519a823,2020-09-24 02:49:34,15.0,2020-09-26 08:43:22,22.0
baf46c21-ef54-4cc2-b876-66ae733659ea,2020-09-22 05:59:22,21.0,2020-09-27 16:41:34,36.0
32571ab0-0c9e-4cfe-97b5-c6cacbb5ccc7,2020-09-15 15:49:37,156.0,2020-09-26 19:38:50,27.0
d03bd114-4313-4755-800a-3b2f78322602,2020-09-25 04:14:38,45.0,2020-09-28 08:03:03,45.0
5cffcd22-7af1-400b-90ce-e85c5291df2c,2020-09-23 05:26:06,18.0,2020-09-25 08:01:20,46.0
767b92e8-6189-4303-9130-3448446546d2,2020-08-20 07:04:09,15.0,2020-09-24 12:09:49,31.0
e59a146e-c8d3-43bc-b759-6be2ddf90728,2020-08-17 08:49:24,133.0,2020-09-20 13:46:09,41.0
c2b4e725-a34b-4bd8-8ec9-378000bc7391,2020-08-27 10:55:07,141.0,2020-09-11 15:17:18,39.0
c9c3625a-9516-4ebc-9f55-f06a9b1faccc,2020-08-29 13:32:57,108.0,2020-09-21 14:38:44,18.0
b578f148-6ca9-4ac5-b0f5-46d70435a3ca,2020-09-13 05:19:35,141.0,2020-09-29 03:05:12,4.0
ee64f8b9-1c69-462d-b92a-ae03922a4eb1,2020-09-21 03:25:58,25.0,2020-09-26 08:58:41,34.0
65ae8192-c328-4918-b860-b97e83288cf2,2020-09-27 08:23:14,174.0,2020-09-29 11:57:21,2.0
a5c70f5f-f947-4a68-89f2-3c1457d55084,2020-08-04 18:46:39,126.0,2020-09-04 22:27:23,39.0
854603d4-b7a6-43ec-a7a6-d27419d0df07,2020-08-28 14:51:44,37.0,2020-09-02 00:50:17,48.0
261d98f4-618d-44c2-8749-1865c9f6c9c7,2020-09-05 04:33:56,139.0,2020-09-16 22:31:14,28.0
854ccecd-2022-4d31-96df-09058377857e,2020-09-23 17:26:54,188.0,2020-09-26 17:27:58,39.0
fa46654b-2a7b-4208-9b84-465b8076cd3e,2020-08-31 21:39:59,13.0,2020-09-07 08:51:14,30.0
017dba8c-7840-47fc-b244-2f23d2d10dbc,2020-08-28 13:12:13,32.0,2020-09-06 17:28:07,8.0
6f72dd86-01e0-48bf-b417-ebeb4dc2d8e2,2020-09-15 23:45:53,110.0,2020-09-19 20:45:58,18.0
eb4e75d9-3c06-4abd-a49b-7fa26f904248,2020-09-29 01:09:48,32.0,2020-09-29 01:40:06,11.0
494545fa-3e55-45ae-a191-ee4146f542c8,2020-08-24 23:10:47,107.0,2020-09-01 13:53:45,36.0
d118278d-6e1a-453e-86db-279d864d09c1,2020-09-02 16:04:49,177.0,2020-09-04 01:14:02,3.0
8294f7b1-501f-47ca-ba97-3088bae905cc,2020-08-23 09:47:54,27.0,2020-09-04 05:45:19,48.0
df7b2a71-063e-4f5e-b1d8-bc61da51c875,2020-09-26 17:43:39,167.0,2020-09-29 05:18:34,46.0
b482b6ab-7c1e-4343-aa0b-bb8f47f94711,2020-09-11 01:06:42,143.0,2020-09-18 02:29:40,6.0
ece5cbb1-3cf0-4610-afa3-9994513b2290,2020-09-06 23:14:58,188.0,2020-09-20 21:15:09,37.0
fbd976d9-0787-4ee9-ba07-a8fa5969487f,2020-08-24 22:26:25,184.0,2020-08-28 02:23:44,43.0
cab2a572-cd7f-42b7-be66-f4408b63a028,2020-09-14 13:41:27,103.0,2020-09-27 06:22:10,49.0
771149ce-80db-4577-b0df-fd0fc82bfc9f,2020-09-04 21:14:55,64.0,2020-09-18 16:01:02,27.0
9bc4dc71-5deb-4bef-aa13-e0a70e298e0d,2020-08-31 16:12:20,84.0,2020-09-15 08:52:27,49.0
e9dac8ec-4b76-4c52-9a7c-a257cc828c4b,2020-09-28 14:07:11,115.0,2020-09-28 14:45:11,50.0
90c09e6e-4255-4725-9b8a-8324491ece7a,2020-08-28 14:41:24,89.0,2020-09-09 07:43:28,38.0
82667189-d594-4003-a689-bf45dd00d071,2020-09-28 02:10:32,17.0,2020-09-28 08:27:50,23.0
c9ad9fc0-5d9f-4eb0-be6b-2378a0e0d087,2020-09-06 20:41:19,14.0,2020-09-15 04:17:45,49.0
13283cef-9060-4c5f-85de-26668d098e80,2020-09-19 21:44:38,144.0,2020-09-25 14:21:32,3.0
2687d64c-944b-434f-b7d8-22ad75066e46,2020-09-01 21:52:28,33.0,2020-09-15 15:44:48,41.0
4d0c3071-baff-4aed-9968-12d294616679,2020-08-28 17:27:14,92.0,2020-09-27 12:48:50,11.0
a674211f-4d8e-4c6e-8dd8-5c45a4610294,2020-09-04 06:09:40,19.0,2020-09-28 23:49:59,42.0
55306a7d-8347-42a4-a30f-d6f77dc90450,2020-09-27 13:59:51,183.0,2020-09-28 01:40:15,0.0
be99f9b8-f9ca-421e-a5d2-ee1d51213c38,2020-09-26 07:17:37,78.0,2020-09-28 13:51:27,49.0
9a0736e8-4756-48a5-82c7-71c422ed34d2,2020-09-17 09:40:20,56.0,2020-09-21 13:26:57,40.0
1408cc04-70af-4888-a571-d2aa1e85b19a,2020-08-25 06:52:13,145.0,2020-08-29 04:00:02,5.0
ce9cb770-cf23-4ae8-8248-e9becf51a229,2020-09-29 00:25:59,92.0,2020-09-29 02:21:24,20.0
82ef282b-00e3-4e1e-bf79-7b3e4745eef8,2020-09-06 19:32:41,180.0,2020-09-29 16:24:55,23.0
74c11609-709b-44ce-907f-0b91964f0b32,2020-09-20 21:23:47,177.0,2020-09-24 14:49:57,47.0
3db24e59-b485-4ab2-b574-d18a60247837,2020-09-03 12:18:02,136.0,2020-09-25 12:34:16,11.0
